id,field_of_study,name,duration,url,language,mode,deadline,schedule,tution_amount,tution_currency,university_id
1270,ARCHITECTURE,Masters In Architecture,24.0,,Italian,ONLINE,,PARTTIME,,,567
1271,ARCHITECTURE,Masters In Architecture,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,,,567
1272,ARCHITECTURE,Masters In Architecture,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,PARTTIME,,,567
1273,ARCHITECTURE,Masters In Architecture,24.0,,English,CAMPUS,,FULLTIME,,,567
1274,ARCHITECTURE,Masters In Architecture,24.0,,English,CAMPUS,,PARTTIME,,,567
1275,ARCHITECTURE,Masters In Architecture,24.0,,English,ONLINE,,FULLTIME,,,567
1276,ARCHITECTURE,Masters In Architecture,24.0,,English,ONLINE,,PARTTIME,,,567
1277,ARCHITECTURE,Msc In Landscape Architecture Land Landscape Heritage,24.0,,English,CAMPUS,,FULLTIME,3898.0,EUR,617
1278,ARCHITECTURE,Master Of Architecture Brussels,24.0,http://www.kuleuven.be/onlineopendays,English,CAMPUS,,FULLTIME,,,148
1279,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1280,ARCHITECTURE,Master Of Architecture,24.0,,,CAMPUS,,FULLTIME,17505.0,USD,567
1281,ARCHITECTURE,Architecture,,,English,,,,,,NULL
1282,ARCHITECTURE,Master In Design,24.0,,English,CAMPUS,,FULLTIME,264000.0,CZK,680
1283,ARCHITECTURE,Master Of Preservation Studies,12.0,,English,CAMPUS,,FULLTIME,56900.0,USD,650
1284,ARCHITECTURE,Master Of Preservation Studies,12.0,,English,CAMPUS,,PARTTIME,56900.0,USD,650
1285,ARCHITECTURE,Master Of Architecture March Riba Pt Ii,24.0,https://www.westminster.ac.uk/master-of-architecture-march-riba-pt-ii?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b_dcdi_arch_archnint_master_of_architecture_riba_part2,English,CAMPUS,,FULLTIME,13400.0,GBP,128
1286,ARCHITECTURE,Master In Smart Cities,,,English,CAMPUS,,FULLTIME,6600.0,EUR,664
1287,ARCHITECTURE,Master In Smart Cities,,,Spanish,CAMPUS,,FULLTIME,6600.0,EUR,664
1288,ARCHITECTURE,Masters Programme In Public Planning For Sustainable Development,,,English,CAMPUS,,FULLTIME,67000.0,SEK,NULL
1289,ARCHITECTURE,Master Of Science In Architecture,,,English,CAMPUS,,,,,538
1290,ARCHITECTURE,Master Of Arts In Urban Design Maud,24.0,,English,CAMPUS,,FULLTIME,41000.0,SGD,571
1291,ARCHITECTURE,Master Of Arts In Urban Design Maud,24.0,,English,CAMPUS,,PARTTIME,41000.0,SGD,571
1292,ARCHITECTURE,March Master Of Architecture Firstprofessional,,,English,,,,,,627
1293,ARCHITECTURE,March March In Design Theory And Practice,36.0,,English,CAMPUS,,FULLTIME,3500.0,USD,158
1294,ARCHITECTURE,Ma Environmental Architecture,,,English,CAMPUS,,FULLTIME,,,640
1295,ARCHITECTURE,Master Of The Built Environment In The Field Of Housing Mbe Housing,24.0,,English,CAMPUS,,FULLTIME,47940.0,ZAR,667
1296,ARCHITECTURE,Master Of The Built Environment In The Field Of Housing Mbe Housing,24.0,,English,CAMPUS,,PARTTIME,47940.0,ZAR,667
1297,ARCHITECTURE,Master Of Fine Arts In Interior Architecture,24.0,,English,CAMPUS,,FULLTIME,1825.0,USD,668
1298,ARCHITECTURE,Master In Interior Design For Commercial Spaces And Retail,6.0,,English,CAMPUS,,FULLTIME,14400.0,EUR,669
1299,ARCHITECTURE,Online Master Of Interior Design,18.0,,Spanish,ONLINE,,FULLTIME,3900.0,EUR,615
1300,ARCHITECTURE,Master In Restoration And Reorganisation Of Architectural Monuments,,,English,CAMPUS,,FULLTIME,,,581
1301,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1302,ARCHITECTURE,Msc In Territorial Urban Environmental And Landscape Planning,24.0,,English,CAMPUS,,FULLTIME,161.0,EUR,671
1303,ARCHITECTURE,Msc In Territorial Urban Environmental And Landscape Planning,24.0,,English,CAMPUS,,PARTTIME,161.0,EUR,671
1304,ARCHITECTURE,Master Of Architecture,24.0,https://posgradoenarquitectura.unison.mx/,Spanish,CAMPUS,,FULLTIME,10478.0,MXN,567
1305,ARCHITECTURE,Master Of Architecture Ghent,24.0,http://www.kuleuven.be/onlineopendays,English,CAMPUS,,FULLTIME,,,148
1306,ARCHITECTURE,Master In Architecture And Urbanism Projects,2.0,,,ONLINE,,PARTTIME,,,429
1307,ARCHITECTURE,Master Of Urban Design,16.0,https://www.arc.miami.edu/academics/graduate/master-of-urban-design/index.html,English,CAMPUS,,FULLTIME,2100.0,USD,471
1308,ARCHITECTURE,Architecture And Urban Planning Master,24.0,,Kazakh,CAMPUS,,FULLTIME,,,672
1309,ARCHITECTURE,Architecture And Urban Planning Master,24.0,,Russian (Kazakhstan),CAMPUS,,FULLTIME,,,672
1310,ARCHITECTURE,Master In Garden Design,,,English,CAMPUS,,PARTTIME,,,673
1311,ARCHITECTURE,Msc In Environmental Economics And Urban Planning,24.0,,English,CAMPUS,,FULLTIME,54196.0,USD,623
1312,ARCHITECTURE,Masters Degree In Urban Mobility,,,Catalan,CAMPUS,,,,,648
1313,ARCHITECTURE,Master Of Architecture,,,Spanish (Colombia),CAMPUS,,,,,567
1314,ARCHITECTURE,Master In Urban Studies,,,Spanish (Argentina),CAMPUS,,,,,NULL
1315,ARCHITECTURE,Masters Program Architecture,,,Japanese,CAMPUS,,,,,676
1316,ARCHITECTURE,Masters Of Science In Planning Msp Degree,,,English,,,,,,677
1317,ARCHITECTURE,Diploma In Architecture Darch,24.0,,English,CAMPUS,,FULLTIME,10109.0,EUR,678
1318,ARCHITECTURE,Ma Intelligent Mobility,,,English,CAMPUS,,FULLTIME,,,640
1319,ARCHITECTURE,Master Of Science Urban Agriculture And Green Cities,18.0,,English,CAMPUS,,FULLTIME,8360.0,EUR,679
1320,ARCHITECTURE,Master In Urban Administration,,,Korean,CAMPUS,,,,,680
1321,ARCHITECTURE,Masters In Landscape Architecturemla,0.0,,English,CAMPUS,,FULLTIME,10828.0,USD,690
1322,ARCHITECTURE,Master Of Science In Design Theory And Pedagogy,,,English,CAMPUS,,FULLTIME,23908.0,USD,619
1323,ARCHITECTURE,Master In Architecture And Urban Design,24.0,,English,CAMPUS,,FULLTIME,5000.0,USD,741
1324,ARCHITECTURE,Master In Cultural And Commercial Ephemeral Spaces,12.0,,Spanish (Spain),CAMPUS,,FULLTIME,4900.0,EUR,682
1325,ARCHITECTURE,Master In Cultural And Commercial Ephemeral Spaces,12.0,,Spanish (Spain),ONLINE,,FULLTIME,4900.0,EUR,682
1326,ARCHITECTURE,Masters Degree In Architecture And Design Business Management,,,English,CAMPUS,,FULLTIME,9780.0,EUR,588
1327,ARCHITECTURE,Masters Degree In Architecture And Design Business Management,,,English,CAMPUS,,PARTTIME,9780.0,EUR,588
1328,ARCHITECTURE,Master Of Architecture,,,English,CAMPUS,,,,,567
1329,ARCHITECTURE,Master In Urban Design,,,Spanish (Mexican),CAMPUS,,,,,471
1330,ARCHITECTURE,Master In Design Of Urban Structures,,,Spanish (Mexican),CAMPUS,,,,,683
1331,ARCHITECTURE,Master In Architecture,16.0,,English,CAMPUS,,FULLTIME,12000.0,USD,567
1332,ARCHITECTURE,Master In Landscape Architecture,,,Spanish (Argentina),CAMPUS,,,,,598
1333,ARCHITECTURE,Master Of Science In Synthetic Landscapes,,,English,CAMPUS,,FULLTIME,23908.0,USD,619
1334,ARCHITECTURE,Master In Sustainable Urban Planning And Design,24.0,,English,CAMPUS,,FULLTIME,310000.0,SEK,594
1335,ARCHITECTURE,City Regional Planning And Community Development Mfa,,,English,,,,,,686
1336,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1337,ARCHITECTURE,Master Iaad Coles De Cond,,,English,CAMPUS,,FULLTIME,,,NULL
1338,ARCHITECTURE,Specializing Master In Industrial Design For Architecture,,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,12000.0,EUR,561
1339,ARCHITECTURE,Specializing Master In Industrial Design For Architecture,,,English,CAMPUS,,FULLTIME,12000.0,EUR,561
1340,ARCHITECTURE,Specializing Master In Industrial Design For Architecture,,,English,ONLINE,,FULLTIME,12000.0,EUR,561
1341,ARCHITECTURE,Msc Architecture,12.0,,English,CAMPUS,,FULLTIME,2500.0,EUR,739
1342,ARCHITECTURE,Master In Urban Studies,24.0,https://www.artun.ee/en/calendar/urban-studies-msc-programme-online-info-session/,English,CAMPUS,,FULLTIME,1200.0,EUR,NULL
1343,ARCHITECTURE,Master Of Science In Historic Preservation,,,English,,,,,,591
1344,ARCHITECTURE,Msc In Strategic Urban And Regional Planning,16.0,https://liu.se/en/article/webinars,English,CAMPUS,,FULLTIME,190000.0,SEK,375
1345,ARCHITECTURE,Master In Landscape Architecture,24.0,https://feiravirtualualg.pt/,Portuguese (Portugal),CAMPUS,,FULLTIME,4000.0,EUR,598
1346,ARCHITECTURE,Integrated Degree Bachelor And Master In Architecture,72.0,,Rumenian,CAMPUS,,FULLTIME,950.0,EUR,691
1347,ARCHITECTURE,Master In Architecture And Urbanism,24.0,,English,CAMPUS,,FULLTIME,264000.0,CZK,764
1348,ARCHITECTURE,International Planning And Sustainable Development Ma,24.0,https://www.westminster.ac.uk/international-planning-and-sustainable-development-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_international_planning_sustainable_development_ma,English,CAMPUS,,FULLTIME,12500.0,GBP,128
1349,ARCHITECTURE,International Planning And Sustainable Development Ma,24.0,https://www.westminster.ac.uk/international-planning-and-sustainable-development-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_international_planning_sustainable_development_ma,English,CAMPUS,,PARTTIME,12500.0,GBP,128
1350,ARCHITECTURE,Integrated Bachelor And Master In Architecture,72.0,,,CAMPUS,,FULLTIME,1100.0,EUR,691
1351,ARCHITECTURE,Master Of Architecture,,,English,CAMPUS,,,,,567
1352,ARCHITECTURE,Master In Architecture March,24.0,,English,CAMPUS,,FULLTIME,20200.0,GBP,776
1353,ARCHITECTURE,Master Of Architecture March,,,English,CAMPUS,,,,,156
1354,ARCHITECTURE,Master Of Architecture,,,Spanish (Mexican),CAMPUS,,,,,567
1355,ARCHITECTURE,Master In Architecturerestoration,24.0,,English,CAMPUS,,FULLTIME,,,696
1356,ARCHITECTURE,Master Of Urban And Regional Planning Research,24.0,,English,CAMPUS,,FULLTIME,3500.0,USD,158
1357,ARCHITECTURE,Master Of Urban And Regional Planning Research,24.0,,English,CAMPUS,,PARTTIME,3500.0,USD,158
1358,ARCHITECTURE,Msc In Historic Conservation,24.0,,English,CAMPUS,,FULLTIME,15800.0,GBP,484
1359,ARCHITECTURE,Msc In Historic Conservation,24.0,,English,CAMPUS,,PARTTIME,15800.0,GBP,484
1360,ARCHITECTURE,Master Of Architecture M Arch In Architecture,24.0,,English,CAMPUS,,FULLTIME,1137.0,USD,697
1361,ARCHITECTURE,Master Of Architecture M Arch In Architecture,24.0,,English,ONLINE,,FULLTIME,1137.0,USD,697
1362,ARCHITECTURE,Ma Landscape Architecture,24.0,,English,CAMPUS,,FULLTIME,8000.0,GBP,713
1363,ARCHITECTURE,Ma Landscape Architecture,24.0,,English,CAMPUS,,PARTTIME,8000.0,GBP,713
1364,ARCHITECTURE,Msc In Sustainable Architecture Evaluation And Design,24.0,,English,CAMPUS,,FULLTIME,15900.0,GBP,484
1365,ARCHITECTURE,Msc In Sustainable Architecture Evaluation And Design,24.0,,English,CAMPUS,,PARTTIME,15900.0,GBP,484
1366,ARCHITECTURE,Master Of Urban Planning Mup,,,English,CAMPUS,,,,,666
1367,ARCHITECTURE,Msc In Architecture,24.0,https://www.fa.stuba.sk/english/study/master-in-architecture.html?page_id=8243,English,CAMPUS,,FULLTIME,3500.0,EUR,739
1368,ARCHITECTURE,International Master Of Architecture,,,English,CAMPUS,,FULLTIME,,,699
1369,ARCHITECTURE,International Master Of Architecture,,,English,ONLINE,,FULLTIME,,,699
1370,ARCHITECTURE,Master Of Architecture,48.0,,English,ONLINE,,FULLTIME,7000.0,USD,567
1371,ARCHITECTURE,Master Of Architecture,48.0,,English,ONLINE,,PARTTIME,7000.0,USD,567
1372,ARCHITECTURE,Master Of Architecture,504.0,,English,CAMPUS,,FULLTIME,56900.0,USD,567
1373,ARCHITECTURE,Master In Urban Planning,,,Spanish (Mexican),CAMPUS,,,,,695
1374,ARCHITECTURE,Master In Sustainable Urban Infrastructures,,,Spanish (Argentina),CAMPUS,,,,,700
1375,ARCHITECTURE,Graduate Program In Architecture And Urbanism,,,Portuguese (Brazil),CAMPUS,,,,,589
1376,ARCHITECTURE,Master In Urban Studies,24.0,,English,CAMPUS,,FULLTIME,,,NULL
1377,ARCHITECTURE,Master In Urban Studies,24.0,,English,CAMPUS,,PARTTIME,,,NULL
1378,ARCHITECTURE,Master In Architecture,24.0,,English,CAMPUS,,FULLTIME,520000.0,SEK,567
1379,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1380,ARCHITECTURE,Master Of Science In Architectural Technologies,,,English,CAMPUS,,FULLTIME,23908.0,USD,619
1381,ARCHITECTURE,Master In Architecture Design,,,Hindi,CAMPUS,,,,,600
1382,ARCHITECTURE,Urban Design Ma,,https://www.westminster.ac.uk/urban-design-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_urban_design_ma,English,CAMPUS,,FULLTIME,12500.0,GBP,128
1383,ARCHITECTURE,Master In Sustainable Urban Development,24.0,,,CAMPUS,,FULLTIME,4000.0,USD,703
1384,ARCHITECTURE,Master Of Landscape Architecture,24.0,,English,CAMPUS,,FULLTIME,,,598
1385,ARCHITECTURE,Master Of Landscape Architecture,24.0,,English,CAMPUS,,PARTTIME,,,598
1386,ARCHITECTURE,Master In Architecture,36.0,,English,CAMPUS,,FULLTIME,30000.0,CNY,567
1387,ARCHITECTURE,Master In Science And Engineering Smart Cities Hei Program,24.0,,English,CAMPUS,,FULLTIME,11000.0,EUR,705
1388,ARCHITECTURE,Master In Urban Design,24.0,,English,CAMPUS,,FULLTIME,170000.0,RUB,471
1389,ARCHITECTURE,Master Of Professional Studies In Healthcare Interior Design,,,English,CAMPUS,,FULLTIME,32250.0,USD,707
1390,ARCHITECTURE,Master Of Professional Studies In Healthcare Interior Design,,,English,CAMPUS,,PARTTIME,32250.0,USD,707
1391,ARCHITECTURE,Ma Smart City Management,16.0,,English,CAMPUS,,FULLTIME,13000.0,EUR,708
1392,ARCHITECTURE,Ma Smart City Management,16.0,,German,CAMPUS,,FULLTIME,13000.0,EUR,708
1393,ARCHITECTURE,Ma Urban Design,24.0,,English,CAMPUS,,FULLTIME,8000.0,GBP,182
1394,ARCHITECTURE,Ma Urban Design,24.0,,English,CAMPUS,,PARTTIME,8000.0,GBP,182
1395,ARCHITECTURE,Ma In Urban Design,,,English,CAMPUS,,FULLTIME,9950.0,GBP,182
1396,ARCHITECTURE,Msc In Architecture Building And Planning,24.0,,English,CAMPUS,,FULLTIME,1084.0,EUR,116
1397,ARCHITECTURE,Msc Modern Building Design,15.0,,English,CAMPUS,,FULLTIME,12500.0,GBP,269
1398,ARCHITECTURE,Master In Architecture,60.0,,English,CAMPUS,,FULLTIME,,,567
1399,ARCHITECTURE,Ma Architecture,24.0,,English,CAMPUS,,FULLTIME,,,208
1400,ARCHITECTURE,Media Architecture,,,Japanese,CAMPUS,,,,,640
1401,ARCHITECTURE,Msc In Planning,24.0,,English,CAMPUS,,FULLTIME,20000.0,GBP,642
1402,ARCHITECTURE,Msc In Planning,24.0,,English,CAMPUS,,PARTTIME,20000.0,GBP,642
1403,ARCHITECTURE,Master Of Architecture March,,,English,,,,,,156
1404,ARCHITECTURE,Ms In Planning,,,Icelandic,CAMPUS,,,,,642
1405,ARCHITECTURE,Master In Urban Water Cycle,24.0,https://feiravirtualualg.pt/,Portuguese (Portugal),CAMPUS,,FULLTIME,2000.0,EUR,690
1406,ARCHITECTURE,Master In Urban Water Cycle,24.0,https://feiravirtualualg.pt/,English,CAMPUS,,FULLTIME,2000.0,EUR,690
1407,ARCHITECTURE,Master Of Processes And Graphic Expression In Urbanarchitectural Projection,,,Spanish (Mexican),CAMPUS,,,,,712
1408,ARCHITECTURE,Ma Landscape Architecture,,,English,,,,,,713
1409,ARCHITECTURE,Master Of Arts In Community Planning Policy And Design Cpad,16.0,,English,CAMPUS,,FULLTIME,18688.0,USD,714
1410,ARCHITECTURE,Msc Planning,,,English,CAMPUS,,FULLTIME,16700.0,GBP,243
1411,ARCHITECTURE,Msc Planning,,,English,CAMPUS,,PARTTIME,16700.0,GBP,243
1412,ARCHITECTURE,Ms In Urban Planning For Transition,16.0,,English,CAMPUS,,FULLTIME,2800.0,EUR,644
1413,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,1000.0,EUR,586
1414,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,English,CAMPUS,,FULLTIME,1000.0,EUR,586
1415,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,English,ONLINE,,FULLTIME,1000.0,EUR,586
1416,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,Italian,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,1000.0,EUR,586
1417,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,Italian,CAMPUS,,FULLTIME,1000.0,EUR,586
1418,ARCHITECTURE,Masters Degree In Architecture Conservation,24.0,,Italian,ONLINE,,FULLTIME,1000.0,EUR,586
1419,ARCHITECTURE,Ma Interior Architecture And Design,,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,English,CAMPUS,,FULLTIME,16000.0,GBP,363
1420,ARCHITECTURE,Master In Sustainable Urban Mobility Transitions Msc,24.0,https://kth-se.zoom.us/meeting/register/u5EuduCorDMuH9Cuksgz_PeyROfI-sbOZPwC,English,CAMPUS,,FULLTIME,4000.0,EUR,715
1421,ARCHITECTURE,Master Of Architecture,12.0,,English,CAMPUS,,FULLTIME,15500.0,GBP,567
1422,ARCHITECTURE,Master In Architecture And Interior Design Online,10.0,,Spanish,ONLINE,,PARTTIME,3900.0,EUR,580
1423,ARCHITECTURE,Masters Programme In Sustainable Architecture,24.0,,English,CAMPUS,,FULLTIME,12000.0,EUR,716
1424,ARCHITECTURE,Msc Sustainability And Adaptation Planning,24.0,,,CAMPUS,,FULLTIME,6250.0,GBP,643
1425,ARCHITECTURE,Msc Sustainability And Adaptation Planning,24.0,,,CAMPUS,,PARTTIME,6250.0,GBP,643
1426,ARCHITECTURE,Msc Sustainability And Adaptation Planning,24.0,,,ONLINE,,FULLTIME,6250.0,GBP,643
1427,ARCHITECTURE,Msc Sustainability And Adaptation Planning,24.0,,,ONLINE,,PARTTIME,6250.0,GBP,643
1428,ARCHITECTURE,Master Of Landscape Architecture,,,English,,,,,,598
1429,ARCHITECTURE,Integrated Urbanism Sustainable Design Master Of Science,24.0,,English,CAMPUS,,FULLTIME,,,718
1430,ARCHITECTURE,Master Of Interior Architecture Product Design,,,,CAMPUS,,,,,597
1431,ARCHITECTURE,Masters Programme In Architecture And Urban Design,,,English,CAMPUS,,,,,719
1432,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1433,ARCHITECTURE,Master In Urban Studies Urban Business And Development Real Estate And Transport,24.0,,English,CAMPUS,,FULLTIME,185000.0,SEK,NULL
1434,ARCHITECTURE,Master Of Science In Architecture,24.0,,English,CAMPUS,,FULLTIME,,,538
1435,ARCHITECTURE,Master Of Architecture,36.0,,English,CAMPUS,,FULLTIME,57330.0,USD,567
1436,ARCHITECTURE,Mastery In Urban Planning,24.0,,Spanish,CAMPUS,,FULLTIME,,,695
1437,ARCHITECTURE,Master Of Real Estate Development Urbanism,12.0,https://mredu.arc.miami.edu/index.html,English,CAMPUS,,FULLTIME,2100.0,USD,575
1438,ARCHITECTURE,Master Of Real Estate Development Urbanism,12.0,https://mredu.arc.miami.edu/index.html,English,CAMPUS,,PARTTIME,2100.0,USD,575
1439,ARCHITECTURE,Masters Of Architecture,24.0,,English,CAMPUS,,FULLTIME,8000.0,GBP,633
1440,ARCHITECTURE,Master Of Professional Science In Urban Sustainability And Resilience,24.0,http://www.urb.miami.edu,English,CAMPUS,,FULLTIME,2100.0,USD,575
1441,ARCHITECTURE,Master Of Professional Science In Urban Sustainability And Resilience,24.0,http://www.urb.miami.edu,English,CAMPUS,,PARTTIME,2100.0,USD,575
1442,ARCHITECTURE,Master In Bioregional Planning,,,English,,,,,,724
1443,ARCHITECTURE,Msc In Urban Planning And Policy Design,24.0,,English,CAMPUS,,FULLTIME,3898.0,EUR,617
1444,ARCHITECTURE,Master Of Science In Engineering Landscape Architecture,24.0,,English,CAMPUS,,FULLTIME,2780.0,EUR,725
1445,ARCHITECTURE,Master Of Architecture,,,English,CAMPUS,,,,,567
1446,ARCHITECTURE,Msc In Urban Housing Equity And Social Justice Adequate Housing From A Human Rights And Gender Perspective,,,English,CAMPUS,,FULLTIME,14900.0,EUR,18
1447,ARCHITECTURE,Master In Architectural Interior Design,,,Spanish (Mexican),CAMPUS,,,,,580
1448,ARCHITECTURE,Ms In Smart City And Urban Governance,,,Chinese,CAMPUS,,,,,727
1449,ARCHITECTURE,March In Architecture,24.0,,English,CAMPUS,,FULLTIME,8500.0,GBP,208
1450,ARCHITECTURE,Software Architecture,,,Portuguese (Brazil),CAMPUS,,,,,729
1451,ARCHITECTURE,Master Of Architecture,,,English,,,,,,567
1452,ARCHITECTURE,Master Of Science In Spatial Planning And Transportation Engineering Eng,24.0,,English,CAMPUS,,FULLTIME,15000.0,EUR,538
1453,ARCHITECTURE,Mres Architecture,,,English,CAMPUS,,FULLTIME,,,688
1454,ARCHITECTURE,Master In Architecture And Creative Practices For The City And Landscape,24.0,,English,CAMPUS,,FULLTIME,,,380
1455,ARCHITECTURE,Master In Interior Design And Infoarchitecture,,,Spanish (Spain),CAMPUS,,,,,550
1456,ARCHITECTURE,Ma History Of Art And Architecture Of The Islamic Middle East,36.0,,English,CAMPUS,,FULLTIME,11520.0,GBP,731
1457,ARCHITECTURE,Ma History Of Art And Architecture Of The Islamic Middle East,36.0,,English,CAMPUS,,PARTTIME,11520.0,GBP,731
1458,ARCHITECTURE,Masters In Urban Management,,,Hindi,CAMPUS,,,,,271
1459,ARCHITECTURE,Master In Architecture,,,Spanish,,,,,,567
1460,ARCHITECTURE,Msc In Architecture,12.0,,English,CAMPUS,,FULLTIME,1600.0,EUR,739
1461,ARCHITECTURE,Master Of Engineering Leadership In Urban Systems,24.0,,English,CAMPUS,,FULLTIME,29810.0,CAD,733
1462,ARCHITECTURE,Master Of Engineering Leadership In Urban Systems,24.0,,English,CAMPUS,,PARTTIME,29810.0,CAD,733
1463,ARCHITECTURE,Ms Architecture And Urban Design,,,English,,,,,,741
1464,ARCHITECTURE,Msc Architecture And Urban Planning Architecture For Society Of Knowledge,16.0,,English,ONLINE_AND_CAMPUS COMBINED,,FULLTIME,2200.0,EUR,688
1465,ARCHITECTURE,Msc Architecture And Urban Planning Architecture For Society Of Knowledge,16.0,,English,CAMPUS,,FULLTIME,2200.0,EUR,688
1466,ARCHITECTURE,Msc Architecture And Urban Planning Architecture For Society Of Knowledge,16.0,,English,ONLINE,,FULLTIME,2200.0,EUR,688
