id,name,language,mode,schedule,deadline,field,url,tution_currency,university_id,duration,tution_amount
30385,Master In Sustainable Management And Production,Lithuanian,CAMPUS,FULLTIME,,SUSTAINABILITY,https://apply.ktu.edu/enter/414%20,EUR,567,24,4787
30386,Masters Programme In Creative Sustainability Msc In Technology,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,538,24,15000
30387,Master Of Science In Civil Engineering Megastructure Engineering With Sustainable Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2015,24,200
30388,Suma Master In Sustainable Materials,English,CAMPUS,,,SUSTAINABILITY,,EUR,2845,24,77
30389,Master In Quality Environment And Prevention,Spanish,COMBINED,PARTTIME,,SUSTAINABILITY,,EUR,5,24,9300
30390,Master In Quality Environment And Prevention,Spanish,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,5,24,9300
30391,Master In Quality Environment And Prevention,Spanish,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,5,24,9300
30392,Master In Sustainable Development,Spanish (Argentina),CAMPUS,,,SUSTAINABILITY,,,703,,
30393,Magister In Management And Management Of Natural Resources In Patagonia,Spanish (Argentina),CAMPUS,,,SUSTAINABILITY,,,3028,,
30394,Master Of Social Science In Sustainable Communication,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,,24,117000
30395,Msc In Physical Geography And Ecosystem Science Environmental Changes At Higher Latitudes,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,33,24,9000
30396,Msc Business Management Sustainable Management,English,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,515,36,373
30397,Msc In Integrated Water Resources Management International,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2703,16,
30398,Sustainable Development Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,299,15,7190
30399,Msc In Strategic Earth Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,404,24,11990
30400,Msc In Strategic Earth Resources,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,404,24,11990
30401,Msc In International Disaster Management And Humanitarian Response,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,642,60,7000
30402,Master In Sustainable Development And Social Education,,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,207,1,1920
30403,Msc In Conservation Studies,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,404,,9900
30404,Master Of Science In Entrepreneurship And Sustainable Innovation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,1166,24,52704
30405,Master Of Science In Entrepreneurship And Sustainable Innovation,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,USD,1166,24,52704
30406,Master Of Science In Entrepreneurship And Sustainable Innovation,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,1166,24,52704
30407,Master Of Science In Entrepreneurship And Sustainable Innovation,English,ONLINE,PARTTIME,,SUSTAINABILITY,,USD,1166,24,52704
30408,Msc In Science For Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://liu.se/en/article/webinars,SEK,375,16,220000
30409,European Masters Degree In Sustainable Development Management,French,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,25,24,1860
30410,European Masters Degree In Sustainable Development Management,French,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,25,24,1860
30411,Msc In Arctic Mineral Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,2872,24,280000
30412,Msc Ecology And Ecosystems,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1534,24,
30413,International Masters In Sustainability Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,253,12,18500
30414,Master Of Science In Synthetic Landscapes,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,619,,23908
30415,Master In Sustainable Urban Planning And Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,594,24,310000
30416,Masters Programme In Sustainability Science And Solutions,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,527,24,13500
30417,Ms In Human Security And Geospatial Intelligence,English,ONLINE,,,SUSTAINABILITY,,,627,,
30418,Master Of Water Resource Management,English,CAMPUS,,,SUSTAINABILITY,,,2033,,
30419,Master Of Disaster Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,DKK,3911,36,150000
30420,Master Of Disaster Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,DKK,3911,36,150000
30421,Mam In Sustainable Tourism Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,CHF,1144,24,39545
30422,Mam In Sustainable Tourism Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,CHF,1144,24,39545
30423,Applied Conservation Genetics With Wildlife Forensics Msc Pgdip Pgcert Pgprofdev Online Learning,English,ONLINE,PARTTIME,,SUSTAINABILITY,https://www.topuniversities.com/university-rankings/world-university-rankings/2022,GBP,3018,72,5735
30424,Building Innovative Development Of Rural Infrastructure Master,Russian,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1734,36,
30425,Building Innovative Development Of Rural Infrastructure Master,Russian,CAMPUS,PARTTIME,,SUSTAINABILITY,,,1734,36,
30426,Master Of Science With Focus On The Middle East And Northern Africa Region Integrated Water Resources Management Iwrm Mena,,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2673,,7500
30427,Msc Advanced Electrical And Electronic Engineering With Extended Research,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,605,24,13000
30428,Interinstitutional Expertise In Protected Agriculture,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,,,213,24,
30429,Msc Economics And Environment,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,731,36,12720
30430,Msc Economics And Environment,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,731,36,12720
30431,Master Of Science In Entrepreneurship Sustainability And Social Change,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,120,0,226800
30432,Master Of Innovative Dairy Chain Management Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://vhluniversity.com/information-and-contact/information-for-students?utm_source=Bachelor_studies&utm_campaign=Bachelor_studies,EUR,1640,36,2168
30433,Master Of Innovative Dairy Chain Management Msc,English,CAMPUS,PARTTIME,,SUSTAINABILITY,https://vhluniversity.com/information-and-contact/information-for-students?utm_source=Bachelor_studies&utm_campaign=Bachelor_studies,EUR,1640,36,2168
30434,Master In Social Innovation For Sustainable Development,English,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,446,,8500
30435,Master In Social Innovation For Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,446,,8500
30436,Master In Social Innovation For Sustainable Development,English,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,446,,8500
30437,Msc Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,262,24,12450
30438,Msc Sustainable Development,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,262,24,12450
30439,Msc Sustainable Development,English,ONLINE,FULLTIME,,SUSTAINABILITY,,GBP,262,24,12450
30440,Msc Sustainable Development,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,262,24,12450
30441,International Planning And Sustainable Development Ma,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.westminster.ac.uk/international-planning-and-sustainable-development-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_international_planning_sustainable_development_ma,GBP,128,24,12500
30442,International Planning And Sustainable Development Ma,English,CAMPUS,PARTTIME,,SUSTAINABILITY,https://www.westminster.ac.uk/international-planning-and-sustainable-development-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b1_dcdi_arch_international_planning_sustainable_development_ma,GBP,128,24,12500
30443,Msc In Ecological Management And Conservation Biology,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,3033,,
30444,Master Of Science In Sustainable Development Management And Policy,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,USD,1692,24,5625
30445,Master In Green Technology For Sustainability,English,COMBINED,FULLTIME,,SUSTAINABILITY,,USD,2677,48,1135
30446,Master In Green Technology For Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,2677,48,1135
30447,Master In Green Technology For Sustainability,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,2677,48,1135
30448,Ms In Environmental Studies Advocacy For Social Justice And Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2382,20,
30449,Msc In Sustainable Inclusive Finance,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,160,24,39500
30450,Master Of Science Msc In Environment And Natural Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,CHF,3035,12,720
30451,Master Of Science Msc In Environment And Natural Resources,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,CHF,3035,12,720
30452,Master Of Science Msc In Environment And Natural Resources,German,CAMPUS,FULLTIME,,SUSTAINABILITY,,CHF,3035,12,720
30453,Master Of Science Msc In Environment And Natural Resources,German,CAMPUS,PARTTIME,,SUSTAINABILITY,,CHF,3035,12,720
30454,Ms In Sustainable Development,English,CAMPUS,,,SUSTAINABILITY,,,109,,
30455,Master In Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,703,24,2168
30456,Mba In Sustainable Mobility Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2702,12,15000
30457,Ma In International Business And Sustainable Development,Slovenian,CAMPUS,,,SUSTAINABILITY,,,1185,,
30458,Msc Crisis And Disaster Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,GBP,363,24,16200
30459,Msc Crisis And Disaster Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,https://www.lincoln.ac.uk/home/studywithus/internationalstudents/entryrequirementsandyourcountry/,GBP,363,24,16200
30460,Msc In Sustainable Architecture Evaluation And Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,484,24,15900
30461,Msc In Sustainable Architecture Evaluation And Design,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,484,24,15900
30462,Master Of Science In Biotechnology Mbt,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,146,16,1500
30463,Master Of Science In Biotechnology Mbt,German,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,146,16,1500
30464,Master Of Science In Biotechnology Mbt,Polish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,146,16,1500
30465,Master Automotive Engineering For Sustainable Mobility,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2828,16,11500
30466,Master Of Science In Sustainable Forest Management,English,CAMPUS,,,SUSTAINABILITY,,,3808,,
30467,Masters Degree In Sustainable Development Goals,Spanish,ONLINE,PARTTIME,,SUSTAINABILITY,,,246,12,
30468,Master In Sustainable Urban Infrastructures,Spanish (Argentina),CAMPUS,,,SUSTAINABILITY,,,700,,
30469,Ma Environmental Law And Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,731,36,16400
30470,Ma Environmental Law And Sustainable Development,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,731,36,16400
30471,Master Of Sustainability,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,http://www.posgradosustentabilidad.uson.mx/,MXN,447,16,10478
30472,Master In Social Inequalities,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,18,,
30473,Master In Pedagogy And Teaching For Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1326,24,8000
30474,Master In Sustainable Management Of Biological Resources,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,872,,130000
30475,Mam In Sustainability Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,CHF,3888,,35200
30476,Mam In Sustainability Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,CHF,3888,,35200
30477,Master Of Natural Resources,English,,,,SUSTAINABILITY,,,724,,
30478,Msc In Natural Resources Management And Development With Focus On South East Asia,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2703,16,
30479,Master In Sustainable Business And Innovation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,109,24,2168
30480,Master Global Sustainable Business Management,English,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,212,18,12855
30481,Master Global Sustainable Business Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,212,18,12855
30482,Master Global Sustainable Business Management,English,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,212,18,12855
30483,Master Of Water Resources Engineering Leuven Et Al,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,148,24,947
30484,Master Of Water Resources Engineering Leuven Et Al,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,148,24,947
30485,Master Of Plant Health In Sustainable Cropping Systems,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1457,16,
30486,Master Of Plant Health In Sustainable Cropping Systems,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1457,16,
30487,Master In Atmospheric Sciences Oceanography And Climate,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,754,24,70000
30488,Ma In Ecology Field Of Environmental Sciences,Rumenian,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1372,24,
30489,Sustainability Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,1157,12,7650
30490,Ma Human Resource Management Cipd,English,ONLINE,FULLTIME,,SUSTAINABILITY,,GBP,243,60,9500
30491,Ma Human Resource Management Cipd,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,243,60,9500
30492,Master In Natural Resources Management Nrm,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1798,16,
30493,Masters Programme In Governance For Sustainable Change Leadership For Change,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,716,24,12000
30494,Master Engineer In Earth Sciences And Environment,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,679,60,6990
30495,Master In Environmental Change And Global Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,24,13000
30496,Master In Environmental Change And Global Sustainability,Finnish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,24,13000
30497,Master In Environmental Change And Global Sustainability,Swedish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,24,13000
30498,Ma In Environmental Policy,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,1248,18,1500
30499,Master Of Science In Aviation And Aerospace Sustainability,English,ONLINE,FULLTIME,,SUSTAINABILITY,https://www.faa.gov/airports/environmental/airport_noise/,USD,316,24,2192
30500,Master Of Science In Aviation And Aerospace Sustainability,English,ONLINE,PARTTIME,,SUSTAINABILITY,https://www.faa.gov/airports/environmental/airport_noise/,USD,316,24,2192
30501,Masters Degree In Sustainable Building,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,326,,1463
30502,Masters Degree Programme In Inequalities Interventions And New Welfare State,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.utu.fi/en/study-at-utu/bachelors-and-masters-degree-programmes?utm_source=masterstudies&utm_medium=keystone&utm_campaign=web_site,EUR,1577,24,10000
30503,Msc In Governance Of Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,223,24,2209
30504,Msc Leadership For Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,3033,,17700
30505,Msc In Physical Geography And Ecosystem Science,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,33,24,
30506,Msc Sustainability And Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,1647,,14500
30507,Msc In Energy Resources Engineering,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,2646,24,13000
30508,Master In Environmental Engineering And Sustainable Infrastructure,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,594,24,310000
30509,Msc In International Development Practice,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,404,,11990
30510,Master In Sustainable Construction Projects,Spanish (Colombia),CAMPUS,,,SUSTAINABILITY,,,1733,,
30511,Meng In Healthy And Sustainable Buildings,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,3782,16,
30512,Masters In Environmental Education,Spanish (Mexican),CAMPUS,,,SUSTAINABILITY,,,2290,,
30513,Advanced Master In Water Sustainability Integrating Technology And Naturebased Solutions Think Water Msc,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1276,,2950
30514,Master Of Science Msc Sustainable Management And Technology,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,2007,16,144
30515,Msc Sustainable Environmental Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,243,,16700
30516,Msc Sustainable Environmental Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,243,,16700
30517,Environmental And Sustainability Studies Ms,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,1941,36,3444
30518,Masters Programme In Sustainable Architecture,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,716,24,12000
30519,Msc In Sustainability,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,191,36,18000
30520,Msc In Sustainability,English,ONLINE,PARTTIME,,SUSTAINABILITY,,GBP,191,36,18000
30521,Master Of Science In Building Performance And Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SGD,571,24,45000
30522,Master Of Science In Building Performance And Sustainability,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,SGD,571,24,45000
30523,Msc In Environmental And Resource Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,461,24,
30524,Master In Sustainable Finance Management,Spanish,COMBINED,PARTTIME,,SUSTAINABILITY,,EUR,522,12,3920
30525,Master In Sustainable Finance Management,Spanish,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,522,12,3920
30526,Master In Sustainable Finance Management,Spanish,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,522,12,3920
30527,Master In Food Politics And Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,3842,24,7000
30528,Integrated Urbanism Sustainable Design Master Of Science,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,718,24,
30529,Master Of Science Environment And Resources Management Enrem,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2673,,
30530,Master Of Natural Resources Mnr,English,CAMPUS,,,SUSTAINABILITY,,,724,,
30531,Master Of Science In Agriculture Natural Resources And Environment,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://bit.ly/3CLUQyS,USD,245,24,5000
30532,Master In Energy And Environmental Sustainability,Spanish (Chile),CAMPUS,,,SUSTAINABILITY,,,1507,,
30533,Mpa In Emergency And Disaster Management,English,CAMPUS,,,SUSTAINABILITY,,,295,,
30534,Master Of Science Natural Resources Management And Development Nrm,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2673,,
30535,Master In Environment And Resources Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,461,16,
30536,Msc In Sustainable Agriculture Management,,,,,SUSTAINABILITY,,,3980,,
30537,Environmental Policy And Sustainability Management Ms,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.newschool.edu/m/environmental-policy/?utm_source=masterstudies&utm_medium=hyperlink_listing&utm_campaign=pm_milano&utm_term=environmental_policy,USD,539,24,1710
30538,Master Of Professional Science In Urban Sustainability And Resilience,English,CAMPUS,FULLTIME,,SUSTAINABILITY,http://www.urb.miami.edu,USD,575,24,2100
30539,Master Of Professional Science In Urban Sustainability And Resilience,English,CAMPUS,PARTTIME,,SUSTAINABILITY,http://www.urb.miami.edu,USD,575,24,2100
30540,Master Engineer In Environmental Engineering,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,679,60,6300
30541,Master Engineer In Environmental Engineering,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,679,60,6300
30542,Master Of Science In Sustainable Land Management,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,558,24,962
30543,Msc In Climatology Climate Change,English,ONLINE,,,SUSTAINABILITY,,,1727,,
30544,Master Of Science In Sustainable Agriculture,English,CAMPUS,,,SUSTAINABILITY,,,2742,,
30545,Msc Global Business Sustainability,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1267,12,2143
30546,Msc Digital Politics Sustainable Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,3546,24,11000
30547,Msc Digital Politics Sustainable Development,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,3546,24,11000
30548,Master In Agricultural Environmental And Resource Economics,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,0,15000
30549,Master In Agricultural Environmental And Resource Economics,Finnish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,0,15000
30550,Master In Agricultural Environmental And Resource Economics,Swedish,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,763,0,15000
30551,Sinrem International Master Of Science In Sustainable And Innovative Natural Resource Management,English,CAMPUS,,,SUSTAINABILITY,,EUR,2836,24,24000
30552,Ma Social Design And Sustainable Innovation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,849,16,800
30553,Master In Sustainable Production Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,SEK,594,24,310000
30554,Masters In Sustainable Management Of Forest Ecosystems,French,CAMPUS,FULLTIME,,SUSTAINABILITY,,CAD,3815,30,27000
30555,Erasmus Mundus Masters Programme Software Engineers For Green Deal Triple Degree,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,527,24,9000
30556,Master In Habitat And Socioterritorial Equity,Spanish (Mexican),CAMPUS,,,SUSTAINABILITY,,,3234,,
30557,Ma Program In Climate And Society,English,,,,SUSTAINABILITY,,,628,,
30558,Master In Sustainable Car Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,546,11,18000
30559,Ma In Environment Development And Peace With Specialization In Environmental Security And Governance,English,COMBINED,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30560,Ma In Environment Development And Peace With Specialization In Environmental Security And Governance,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30561,Ma In Environment Development And Peace With Specialization In Environmental Security And Governance,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30562,March Architecture And Sustainable Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,605,,7785
30563,Master In Precise And Sustainable Agriculture,English,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,,380,24,
30564,Msc In Natural Resources Management And Development,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2703,16,
30565,Master Of Arts In Disaster And Emergency Management,English,COMBINED,PARTTIME,,SUSTAINABILITY,,CAD,2270,24,32496
30566,Master Of Arts In Disaster And Emergency Management,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,CAD,2270,24,32496
30567,Master Of Arts In Disaster And Emergency Management,English,ONLINE,PARTTIME,,SUSTAINABILITY,,CAD,2270,24,32496
30568,Specialized Master In Bioresource Composites Innovation And Ecodesign,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,1819,,12000
30569,Specialized Master In Bioresource Composites Innovation And Ecodesign,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,1819,,12000
30570,Master In Management Of Smart Cities,English,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30571,Master In Management Of Smart Cities,English,COMBINED,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30572,Master In Management Of Smart Cities,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30573,Master In Management Of Smart Cities,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30574,Master In Management Of Smart Cities,English,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30575,Master In Management Of Smart Cities,English,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30576,Master In Management Of Smart Cities,Serbian,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30577,Master In Management Of Smart Cities,Serbian,COMBINED,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30578,Master In Management Of Smart Cities,Serbian,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30579,Master In Management Of Smart Cities,Serbian,CAMPUS,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30580,Master In Management Of Smart Cities,Serbian,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,241,24,5490
30581,Master In Management Of Smart Cities,Serbian,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,241,24,5490
30582,Master Of Science Integrated Water Resources Management Iwrm International,,CAMPUS,FULLTIME,,SUSTAINABILITY,,,2673,,
30583,Msc In Sustainable Architecture And Landscape Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,617,24,3898
30584,Ma Smart Urban Futures,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,GBP,243,,15700
30585,Ma Smart Urban Futures,English,CAMPUS,PARTTIME,,SUSTAINABILITY,,GBP,243,,15700
30586,Msc In Disaster Risk Management And Climate Change Adaptation,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,33,24,
30587,Masters Degree In Environmental And Sustainable Building Engineering,English,COMBINED,FULLTIME,,SUSTAINABILITY,,EUR,586,24,1000
30588,Masters Degree In Environmental And Sustainable Building Engineering,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,586,24,1000
30589,Masters Degree In Environmental And Sustainable Building Engineering,English,ONLINE,FULLTIME,,SUSTAINABILITY,,EUR,586,24,1000
30590,Master In Ecosocial Design,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,339,24,750
30591,Master In Ecosocial Design,German,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,339,24,750
30592,Master In Ecosocial Design,Italian,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,339,24,750
30593,Master Degree In Civil Engineering For Mitigation Of Risk From Natural Hazards,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,845,24,4500
30594,Master Of Arts In Creative Sustainability Arts,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,EUR,538,24,15000
30595,Master Of Global Human Development Mghd,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,3588,24,2065
30596,Master In Quality Environment And Prl,Spanish,ONLINE,PARTTIME,,SUSTAINABILITY,,EUR,5,12,9300
30597,Master Of Science In Global Sustainability Science,English,,,,SUSTAINABILITY,,,935,,
30598,Master Of Public Policy Mpp,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,,3764,24,
30599,Masters Degree In Sustainable Building Projects,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,,,1188,16,
30600,Ma In Environment Development And Peace With Specialization In Climate Change,English,COMBINED,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30601,Ma In Environment Development And Peace With Specialization In Climate Change,English,CAMPUS,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30602,Ma In Environment Development And Peace With Specialization In Climate Change,English,ONLINE,FULLTIME,,SUSTAINABILITY,,USD,2116,11,19500
30603,Masters Degree In Conservation Biology,Spanish,CAMPUS,FULLTIME,,SUSTAINABILITY,https://www.ucm.es/biologia-conservacion,EUR,338,8,45
